File:C:\ABEDATA\nakamura\20250308_NK84_MSC30SS(70%)_13.9_3.61_90_5_2_3ÅQïWèÄån0225_25-03-08_14-11-58_077.CSV
Weight,0.003654 g
Mode,Time(HH:MM:SS),Voltage(V),Capacity(mAh/g),dV(V),dQ(mAh/g),dQ/dV,
DIS,0:00:00.00,3.075,0.000,,,
DIS*,0:00:00.10,2.950,0.002,,,
DIS,0:00:00.40,2.939,0.016,-0.011,0.014,-1.309
DIS,0:00:00.80,2.929,0.035,-0.011,0.019,-1.746
DIS,0:00:01.30,2.918,0.058,-0.011,0.023,-2.182
DIS,0:00:01.90,2.906,0.086,-0.012,0.028,-2.343
DIS,0:00:02.50,2.895,0.114,-0.011,0.028,-2.473
DIS,0:00:03.10,2.884,0.141,-0.011,0.028,-2.619
DIS,0:00:03.70,2.873,0.169,-0.011,0.028,-2.473
DIS,0:00:04.30,2.863,0.197,-0.011,0.028,-2.619
DIS,0:00:05.00,2.851,0.230,-0.012,0.032,-2.734
DIS,0:00:05.60,2.840,0.257,-0.011,0.028,-2.619
DIS,0:00:06.30,2.829,0.290,-0.011,0.032,-2.885
DIS,0:00:06.90,2.818,0.318,-0.011,0.028,-2.619
DIS,0:00:07.60,2.807,0.350,-0.011,0.032,-2.885
DIS,0:00:08.30,2.796,0.383,-0.011,0.032,-2.885
DIS,0:00:09.00,2.784,0.415,-0.011,0.032,-2.885
DIS,0:00:09.70,2.773,0.447,-0.011,0.032,-2.885
DIS,0:00:10.40,2.762,0.480,-0.011,0.032,-2.885
DIS,0:00:11.10,2.751,0.512,-0.011,0.032,-3.055
DIS,0:00:11.80,2.740,0.545,-0.011,0.032,-2.886
DIS,0:00:12.50,2.729,0.577,-0.011,0.032,-3.055
DIS,0:00:13.30,2.718,0.614,-0.012,0.037,-3.124
DIS,0:00:14.10,2.706,0.652,-0.011,0.037,-3.298
DIS,0:00:14.90,2.694,0.689,-0.012,0.037,-3.125
DIS,0:00:15.70,2.684,0.726,-0.011,0.037,-3.492
DIS,0:00:16.50,2.673,0.763,-0.011,0.037,-3.298
DIS,0:00:17.30,2.661,0.800,-0.011,0.037,-3.298
DIS,0:00:18.10,2.651,0.837,-0.010,0.037,-3.710
DIS,0:00:18.90,2.641,0.874,-0.011,0.037,-3.492
DIS,0:00:19.80,2.629,0.916,-0.011,0.042,-3.710
DIS,0:00:20.70,2.618,0.958,-0.011,0.042,-3.710
DIS,0:00:21.60,2.608,0.999,-0.011,0.042,-3.928
DIS,0:00:22.50,2.597,1.041,-0.011,0.042,-3.928
DIS,0:00:23.40,2.586,1.083,-0.011,0.042,-3.927
DIS,0:00:24.40,2.576,1.129,-0.011,0.046,-4.364
DIS,0:00:25.40,2.565,1.176,-0.011,0.046,-4.364
DIS,0:00:26.40,2.554,1.222,-0.011,0.046,-4.364
DIS,0:00:27.40,2.544,1.268,-0.011,0.046,-4.365
DIS,0:00:28.50,2.533,1.319,-0.011,0.051,-4.801
DIS,0:00:29.70,2.522,1.375,-0.011,0.056,-4.946
DIS,0:00:30.90,2.511,1.431,-0.011,0.056,-5.238
DIS,0:00:32.10,2.501,1.486,-0.011,0.056,-5.238
DIS,0:00:33.40,2.490,1.547,-0.011,0.060,-5.674
DIS,0:00:34.80,2.479,1.611,-0.011,0.065,-5.771
DIS,0:00:36.20,2.468,1.676,-0.011,0.065,-6.110
DIS,0:00:37.70,2.458,1.746,-0.011,0.070,-6.546
DIS,0:00:39.30,2.446,1.820,-0.011,0.074,-6.594
DIS,0:00:40.90,2.436,1.894,-0.011,0.074,-6.982
DIS,0:00:42.60,2.425,1.973,-0.011,0.079,-7.419
DIS,0:00:44.50,2.414,2.061,-0.011,0.088,-8.293
DIS,0:00:46.30,2.404,2.145,-0.011,0.083,-7.857
DIS,0:00:48.30,2.393,2.237,-0.011,0.093,-8.731
DIS,0:00:50.50,2.383,2.340,-0.011,0.102,-9.603
DIS,0:00:52.70,2.372,2.442,-0.011,0.102,-9.602
DIS,0:00:55.00,2.361,2.548,-0.011,0.107,-10.038
DIS,0:00:57.50,2.351,2.664,-0.011,0.116,-10.910
DIS,0:01:00.10,2.340,2.785,-0.011,0.121,-11.345
DIS,0:01:02.80,2.329,2.910,-0.011,0.125,-11.782
DIS,0:01:05.60,2.319,3.040,-0.011,0.130,-12.218
DIS,0:01:08.70,2.308,3.183,-0.011,0.144,-13.527
DIS,0:01:12.00,2.298,3.336,-0.011,0.153,-14.400
DIS,0:01:15.40,2.287,3.494,-0.011,0.158,-14.836
DIS,0:01:18.90,2.276,3.656,-0.011,0.162,-15.274
DIS,0:01:22.80,2.266,3.837,-0.011,0.181,-17.023
DIS,0:01:27.00,2.255,4.032,-0.011,0.195,-18.335
DIS,0:01:31.30,2.245,4.231,-0.010,0.199,-19.942
DIS,0:01:36.20,2.234,4.459,-0.011,0.227,-21.384
DIS,0:01:41.70,2.224,4.714,-0.011,0.255,-24.002
DIS,0:01:47.50,2.214,4.983,-0.010,0.269,-26.895
DIS,0:01:54.50,2.203,5.307,-0.011,0.325,-30.552
DIS,0:02:02.60,2.193,5.683,-0.011,0.376,-35.349
DIS,0:02:11.20,2.183,6.081,-0.010,0.399,-39.875
DIS,0:02:21.80,2.172,6.573,-0.011,0.491,-46.259
DIS,0:02:33.60,2.161,7.120,-0.011,0.547,-51.501
DIS,0:02:46.70,2.151,7.728,-0.010,0.608,-60.753
DIS,0:03:02.70,2.141,8.470,-0.011,0.742,-69.832
DIS,0:03:21.50,2.130,9.342,-0.011,0.872,-82.061
DIS,0:03:42.50,2.120,10.315,-0.010,0.974,-97.390
DIS,0:04:08.10,2.109,11.503,-0.011,1.187,-111.731
DIS,0:04:35.00,2.099,12.750,-0.011,1.248,-117.417
DIS,0:04:59.60,2.089,13.891,-0.010,1.141,-114.085
DIS,0:05:22.40,2.078,14.948,-0.011,1.057,-99.511
DIS,0:05:42.10,2.068,15.862,-0.011,0.914,-85.981
DIS,0:05:57.30,2.058,16.567,-0.010,0.705,-70.477
DIS,0:06:10.60,2.047,17.183,-0.011,0.617,-58.042
DIS,0:06:21.40,2.036,17.684,-0.011,0.501,-47.132
DIS,0:06:30.00,2.026,18.083,-0.010,0.399,-39.871
DIS,0:06:37.70,2.016,18.440,-0.011,0.357,-33.600
DIS,0:06:44.30,2.005,18.746,-0.011,0.306,-28.800
DIS,0:06:49.70,1.995,18.996,-0.010,0.250,-25.036
DIS,0:06:54.70,1.984,19.228,-0.011,0.232,-21.818
DIS,0:06:59.10,1.974,19.432,-0.011,0.204,-19.200
DIS,0:07:03.00,1.963,19.613,-0.011,0.181,-17.018
DIS,0:07:06.60,1.953,19.780,-0.011,0.167,-15.710
DIS,0:07:09.90,1.942,19.933,-0.011,0.153,-14.403
DIS,0:07:12.80,1.931,20.067,-0.011,0.134,-12.657
DIS,0:07:15.60,1.921,20.197,-0.011,0.130,-12.220
DIS,0:07:18.30,1.909,20.322,-0.011,0.125,-11.130
DIS,0:07:20.90,1.899,20.443,-0.011,0.121,-11.350
DIS,0:07:23.30,1.888,20.554,-0.011,0.111,-10.477
DIS,0:07:25.70,1.878,20.666,-0.011,0.111,-10.476
DIS,0:07:28.00,1.868,20.772,-0.010,0.107,-10.666
DIS,0:07:30.40,1.857,20.883,-0.011,0.111,-10.475
DIS,0:07:32.80,1.846,20.995,-0.011,0.111,-10.475
DIS,0:07:35.00,1.836,21.097,-0.010,0.102,-10.202
DIS,0:07:37.50,1.826,21.213,-0.011,0.116,-10.911
DIS,0:07:40.00,1.815,21.329,-0.011,0.116,-10.911
DIS,0:07:42.30,1.805,21.435,-0.010,0.107,-10.664
DIS,0:07:44.80,1.794,21.551,-0.011,0.116,-10.909
DIS,0:07:47.30,1.784,21.667,-0.011,0.116,-10.909
DIS,0:07:49.70,1.774,21.778,-0.010,0.111,-11.128
DIS,0:07:52.40,1.763,21.904,-0.011,0.125,-11.784
DIS,0:07:55.20,1.753,22.033,-0.011,0.130,-12.221
DIS,0:07:58.00,1.743,22.163,-0.010,0.130,-12.985
DIS,0:08:01.10,1.732,22.307,-0.011,0.144,-13.533
DIS,0:08:04.50,1.721,22.465,-0.011,0.158,-14.842
DIS,0:08:08.10,1.711,22.632,-0.010,0.167,-16.696
DIS,0:08:12.60,1.701,22.840,-0.011,0.209,-19.640
DIS,0:08:17.90,1.690,23.086,-0.011,0.246,-23.129
DIS,0:08:24.30,1.680,23.383,-0.010,0.297,-29.672
DIS,0:08:33.70,1.669,23.819,-0.011,0.436,-41.026
DIS,0:08:50.90,1.659,24.616,-0.011,0.798,-75.077
DIS,0:10:50.90,1.666,30.181,0.007,5.564,741.888
DIS,0:11:59.90,1.677,33.380,0.011,3.200,301.147
DIS,0:13:25.80,1.688,37.364,0.011,3.983,374.906
DIS,0:15:20.20,1.698,42.668,0.011,5.304,499.242
DIS,0:17:20.20,1.706,48.232,0.008,5.564,684.818
DIS,0:19:20.20,1.713,53.797,0.006,5.565,890.345
DIS,0:21:20.20,1.717,59.362,0.004,5.565,1272.062
DIS,0:23:20.20,1.721,64.927,0.004,5.565,1484.032
DIS,0:25:20.20,1.724,70.493,0.004,5.566,1484.231
DIS,0:27:20.20,1.728,76.058,0.004,5.565,1484.079
DIS,0:29:20.20,1.731,81.624,0.003,5.565,1780.839
DIS,0:31:20.20,1.734,87.189,0.003,5.565,1780.907
DIS,0:33:20.20,1.738,92.754,0.003,5.565,1780.724
DIS,0:35:20.20,1.740,98.318,0.003,5.564,2225.592
DIS,0:37:20.20,1.742,103.881,0.002,5.564,2967.152
DIS,0:39:20.20,1.744,109.445,0.002,5.564,2225.698
DIS,0:41:20.20,1.746,115.009,0.002,5.564,2967.456
DIS,0:43:20.20,1.748,120.574,0.002,5.564,2967.645
DIS,0:45:20.20,1.751,126.138,0.003,5.564,2225.592
DIS,0:47:20.20,1.752,131.702,0.001,5.564,4451.185
DIS,0:49:20.20,1.754,137.266,0.002,5.565,2967.949
DIS,0:51:20.20,1.755,142.831,0.001,5.564,4451.185
DIS,0:53:20.20,1.756,148.394,0.001,5.564,8901.457
DIS,0:55:20.20,1.756,153.959,0.001,5.565,8903.281
DIS,0:57:20.20,1.758,159.523,0.001,5.565,4451.641
DIS,0:59:20.20,1.759,165.088,0.001,5.564,4451.609
DIS,1:01:20.20,1.761,170.652,0.002,5.565,2967.760
DIS,1:03:20.20,1.762,176.217,0.001,5.565,4451.641
DIS,1:05:20.20,1.763,181.782,0.001,5.565,4452.521
DIS,1:07:20.20,1.764,187.347,0.001,5.565,4451.641
DIS,1:09:20.20,1.766,192.911,0.001,5.564,4451.185
DIS,1:11:20.20,1.767,198.475,0.001,5.564,4451.185
DIS,1:13:20.20,1.768,204.040,0.001,5.565,8903.281
DIS,1:15:20.20,1.768,209.605,,,
DIS,1:17:20.20,1.768,215.170,0.001,5.565,8903.281
DIS,1:19:20.20,1.769,220.734,0.001,5.565,8904.980
DIS,1:21:20.20,1.770,226.299,0.001,5.565,4451.641
DIS,1:23:20.20,1.771,231.864,0.001,5.565,8903.281
DIS,1:25:20.20,1.772,237.428,0.001,5.565,4451.641
DIS,1:27:20.20,1.773,242.993,0.001,5.565,8903.281
DIS,1:29:20.20,1.774,248.558,0.001,5.565,4452.065
DIS,1:31:20.20,1.774,254.122,0.001,5.565,8903.281
DIS,1:33:20.20,1.776,259.688,0.001,5.565,4452.097
DIS,1:35:20.20,1.777,265.253,0.001,5.565,4452.097
DIS,1:37:20.20,1.778,270.818,0.001,5.565,8903.281
DIS,1:39:20.20,1.779,276.382,0.001,5.564,4451.609
DIS,1:41:20.20,1.779,281.946,0.001,5.564,8902.369
DIS,1:43:20.20,1.781,287.510,0.001,5.565,4451.641
DIS,1:45:20.20,1.781,293.075,0.001,5.564,8902.369
DIS,1:47:20.20,1.782,298.639,0.001,5.564,8902.369
DIS,1:49:20.20,1.783,304.203,0.001,5.564,8902.369
DIS,1:51:20.20,1.783,309.767,,,
DIS,1:53:20.20,1.783,315.333,,,
DIS,1:55:20.20,1.784,320.897,0.001,5.564,4451.185
DIS,1:57:20.20,1.784,326.460,0.001,5.564,8903.155
DIS,1:59:20.20,1.786,332.024,0.001,5.564,4451.185
DIS,2:01:20.20,1.786,337.590,0.001,5.565,8904.193
DIS,2:03:20.20,1.788,343.155,0.001,5.565,4452.097
DIS,2:05:20.20,1.788,348.720,0.001,5.565,8903.281
DIS,2:07:20.20,1.789,354.285,0.001,5.565,8904.193
DIS,2:09:20.20,1.788,359.850,-0.001,5.565,-8904.193
DIS,2:11:20.20,1.788,365.415,,,
DIS,2:13:20.20,1.789,370.980,0.001,5.565,8904.193
DIS,2:15:20.20,1.789,376.545,0.001,5.565,8905.892
DIS,2:17:20.20,1.790,382.111,0.001,5.565,8904.193
DIS,2:19:20.20,1.791,387.676,0.001,5.565,4452.097
DIS,2:21:20.20,1.792,393.240,0.001,5.564,8902.369
DIS,2:23:20.20,1.793,398.804,0.001,5.564,8902.369
DIS,2:25:20.20,1.794,404.368,0.001,5.564,4451.185
DIS,2:27:20.20,1.794,409.933,,,
DIS,2:29:20.20,1.794,415.498,,,
DIS,2:31:20.20,1.794,421.063,,,
DIS,2:33:20.20,1.794,426.628,,,
DIS,2:35:20.20,1.794,432.193,0.001,5.565,8904.980
DIS,2:37:20.20,1.795,437.757,0.001,5.565,8903.281
DIS,2:39:20.20,1.796,443.323,0.001,5.566,8905.106
DIS,2:41:20.20,1.796,448.888,0.001,5.565,8903.281
DIS,2:43:20.20,1.797,454.452,0.001,5.564,8902.369
DIS,2:45:20.20,1.797,460.017,,,
DIS,2:47:20.20,1.798,465.583,0.001,5.566,8905.106
DIS,2:49:20.20,1.798,471.148,0.001,5.565,8904.193
DIS,2:51:20.20,1.799,476.714,0.001,5.565,8904.193
DIS,2:53:20.20,1.799,482.279,0.001,5.566,8905.106
DIS,2:55:20.20,1.800,487.845,0.001,5.565,8905.892
DIS,2:57:20.20,1.801,493.409,0.001,5.565,8903.281
DIS,2:59:20.20,1.801,498.973,0.001,5.564,8902.369
DIS,3:01:20.20,1.801,504.537,,,
DIS,3:03:20.20,1.802,510.102,0.001,5.565,8903.281
DIS,3:05:20.20,1.803,515.666,0.001,5.565,8903.281
DIS,3:07:20.20,1.803,521.230,,,
DIS,3:09:20.20,1.803,526.794,,,
DIS,3:11:20.20,1.803,532.359,,,
DIS,3:13:20.20,1.803,537.923,,,
DIS,3:15:20.20,1.803,543.487,0.001,5.564,8902.369
DIS,3:17:20.20,1.803,549.052,,,
DIS,3:19:20.20,1.804,554.616,0.001,5.565,8903.281
DIS,3:21:20.20,1.804,560.181,,,
DIS,3:23:20.20,1.804,565.747,0.001,5.565,8904.193
DIS,3:25:20.20,1.805,571.312,0.001,5.565,8905.892
DIS,3:27:20.20,1.806,576.877,0.001,5.565,8903.281
DIS,3:29:20.20,1.806,582.440,,,
DIS,3:31:20.20,1.806,588.005,0.001,5.565,8903.281
DIS,3:33:20.20,1.807,593.570,0.001,5.565,8904.193
DIS,3:35:20.20,1.807,599.135,,,
DIS,3:37:20.20,1.807,604.700,,,
DIS,3:39:20.20,1.808,610.265,0.001,5.565,8903.281
DIS,3:41:20.20,1.808,615.829,0.001,5.564,8902.369
DIS,3:43:20.20,1.808,621.394,,,
DIS,3:45:20.20,1.809,626.959,0.001,5.565,8903.281
DIS,3:47:20.20,1.809,632.523,,,
DIS,3:49:20.20,1.808,638.087,-0.001,5.565,-8903.281
DIS,3:51:20.20,1.809,643.652,0.001,5.565,8903.281
DIS,3:53:20.20,1.809,649.216,,,
DIS,3:55:20.20,1.809,654.780,,,
DIS,3:57:20.20,1.809,660.343,,,
