File:C:\ABEDATA\nakamura\20250308_NK84_MSC30SS(70%)_13.9_3.61_90_5_2_3ÅQïWèÄån0225_25-03-08_14-11-58_077.CSV
Weight,0.003654 g
Mode,Voltage(V),Capacity(mAh/g),dV(V),dQ(mAh/g),dQ/dV,
DIS,3.000,0.000,,,
DIS*,2.634,0.005,-0.366,0.005,-0.013
DIS,2.586,0.009,-0.049,0.005,-0.095
DIS,2.553,0.014,-0.033,0.005,-0.140
DIS,2.525,0.019,-0.027,0.005,-0.169
DIS,2.503,0.023,-0.023,0.005,-0.206
DIS,2.483,0.028,-0.020,0.005,-0.232
DIS,2.465,0.032,-0.018,0.005,-0.265
DIS,2.449,0.037,-0.016,0.005,-0.297
DIS,2.434,0.042,-0.015,0.005,-0.309
DIS,2.421,0.046,-0.013,0.005,-0.353
DIS,2.409,0.051,-0.013,0.005,-0.371
DIS,2.398,0.056,-0.011,0.005,-0.412
DIS,2.386,0.060,-0.011,0.005,-0.412
DIS,2.367,0.070,-0.019,0.009,-0.479
DIS,2.349,0.079,-0.017,0.009,-0.530
DIS,2.333,0.088,-0.016,0.009,-0.571
DIS,2.319,0.097,-0.014,0.009,-0.645
DIS,2.306,0.107,-0.013,0.009,-0.706
DIS,2.293,0.116,-0.013,0.009,-0.742
DIS,2.283,0.125,-0.011,0.009,-0.873
DIS,2.272,0.134,-0.011,0.009,-0.873
DIS,2.258,0.148,-0.014,0.014,-0.968
DIS,2.244,0.162,-0.013,0.014,-1.060
DIS,2.233,0.176,-0.011,0.014,-1.236
DIS,2.222,0.190,-0.011,0.014,-1.237
DIS,2.209,0.209,-0.013,0.019,-1.484
DIS,2.198,0.227,-0.012,0.019,-1.562
DIS,2.187,0.246,-0.011,0.019,-1.746
DIS,2.174,0.269,-0.013,0.023,-1.855
DIS,2.164,0.292,-0.011,0.023,-2.182
DIS,2.153,0.320,-0.011,0.028,-2.473
DIS,2.142,0.348,-0.011,0.028,-2.619
DIS,2.131,0.380,-0.011,0.032,-2.885
DIS,2.119,0.417,-0.011,0.037,-3.298
DIS,2.109,0.454,-0.011,0.037,-3.492
DIS,2.098,0.501,-0.011,0.046,-4.122
DIS,2.087,0.547,-0.011,0.046,-4.364
DIS,2.076,0.603,-0.011,0.056,-5.236
DIS,2.066,0.658,-0.011,0.056,-5.237
DIS,2.055,0.728,-0.011,0.070,-6.547
DIS,2.044,0.802,-0.011,0.074,-6.984
DIS,2.034,0.881,-0.011,0.079,-7.420
DIS,2.023,0.974,-0.011,0.093,-8.728
DIS,2.013,1.076,-0.011,0.102,-9.601
DIS,2.002,1.192,-0.011,0.116,-10.911
DIS,1.991,1.322,-0.011,0.130,-12.222
DIS,1.981,1.475,-0.011,0.153,-14.404
DIS,1.970,1.642,-0.011,0.167,-15.712
DIS,1.959,1.836,-0.011,0.195,-18.331
DIS,1.949,2.059,-0.011,0.223,-20.947
DIS,1.938,2.319,-0.011,0.260,-24.438
DIS,1.928,2.634,-0.011,0.315,-29.678
DIS,1.917,2.996,-0.011,0.362,-34.039
DIS,1.906,3.464,-0.011,0.468,-44.076
DIS,1.896,4.020,-0.011,0.557,-52.379
DIS,1.885,4.781,-0.011,0.761,-71.577
DIS,1.874,5.806,-0.011,1.025,-96.444
DIS,1.864,7.345,-0.011,1.540,-144.915
DIS,1.853,10.017,-0.011,2.671,-251.418
DIS,1.845,15.581,-0.008,5.565,-684.888
DIS,1.843,21.145,-0.003,5.564,-2225.592
DIS,1.842,26.710,-0.001,5.564,-8902.369
DIS,1.843,32.274,0.001,5.564,8902.369
DIS,1.843,37.838,0.001,5.565,8903.281
DIS,1.844,43.403,0.001,5.565,8903.281
DIS,1.844,48.967,0.001,5.564,8902.369
DIS,1.844,54.532,-0.001,5.565,-8904.193
DIS,1.843,60.098,-0.001,5.566,-8905.106
DIS,1.842,65.663,-0.001,5.565,-4452.097
DIS,1.841,71.228,-0.001,5.565,-8903.281
DIS,1.840,76.793,-0.001,5.565,-4452.065
DIS,1.839,82.357,-0.001,5.565,-4451.641
DIS,1.837,87.922,-0.002,5.564,-2967.456
DIS,1.835,93.485,-0.002,5.564,-2967.341
DIS,1.833,99.049,-0.002,5.564,-2967.456
DIS,1.831,104.614,-0.002,5.565,-2226.154
DIS,1.829,110.180,-0.002,5.565,-2968.064
DIS,1.826,115.744,-0.003,5.564,-1780.474
DIS,1.823,121.308,-0.002,5.565,-2225.926
DIS,1.821,126.874,-0.003,5.565,-2226.048
