File:C:\ABEDATA\nakamura\20250308_NK84_MSC30SS(70%)_13.9_3.61_90_5_2_3ÅQïWèÄån0225_25-03-08_14-11-58_077.CSV
Weight,0.003654 g
Mode,Voltage(V),Capacity(mAh/g),dV(V),dQ(mAh/g),dQ/dV,
DIS,3.000,0.000,,,
DIS*,2.698,0.005,-0.302,0.005,-0.015
DIS,2.654,0.009,-0.044,0.005,-0.106
DIS,2.623,0.014,-0.032,0.005,-0.145
DIS,2.596,0.019,-0.026,0.005,-0.177
DIS,2.574,0.023,-0.022,0.005,-0.212
DIS,2.555,0.028,-0.019,0.005,-0.239
DIS,2.538,0.032,-0.018,0.005,-0.265
DIS,2.522,0.037,-0.016,0.005,-0.297
DIS,2.507,0.042,-0.015,0.005,-0.309
DIS,2.494,0.046,-0.013,0.005,-0.353
DIS,2.481,0.051,-0.013,0.005,-0.371
DIS,2.469,0.056,-0.012,0.005,-0.390
DIS,2.459,0.060,-0.011,0.005,-0.436
DIS,2.448,0.065,-0.011,0.005,-0.436
DIS,2.429,0.074,-0.019,0.009,-0.479
DIS,2.411,0.083,-0.017,0.009,-0.530
DIS,2.396,0.093,-0.016,0.009,-0.594
DIS,2.381,0.102,-0.014,0.009,-0.645
DIS,2.368,0.111,-0.014,0.009,-0.675
DIS,2.355,0.121,-0.013,0.009,-0.742
DIS,2.344,0.130,-0.011,0.009,-0.824
DIS,2.333,0.139,-0.011,0.009,-0.824
DIS,2.318,0.153,-0.014,0.014,-0.968
DIS,2.304,0.167,-0.014,0.014,-1.012
DIS,2.292,0.181,-0.013,0.014,-1.113
DIS,2.281,0.195,-0.011,0.014,-1.237
DIS,2.270,0.209,-0.011,0.014,-1.310
DIS,2.257,0.227,-0.013,0.019,-1.414
DIS,2.245,0.246,-0.012,0.019,-1.562
DIS,2.234,0.264,-0.011,0.019,-1.746
DIS,2.223,0.288,-0.012,0.023,-1.953
DIS,2.211,0.311,-0.011,0.023,-2.061
DIS,2.199,0.339,-0.012,0.028,-2.343
DIS,2.188,0.366,-0.011,0.028,-2.473
DIS,2.177,0.399,-0.011,0.032,-2.885
DIS,2.166,0.431,-0.011,0.032,-3.055
DIS,2.156,0.468,-0.011,0.037,-3.492
DIS,2.145,0.510,-0.011,0.042,-3.928
DIS,2.134,0.556,-0.011,0.046,-4.364
DIS,2.124,0.607,-0.011,0.051,-4.800
DIS,2.113,0.658,-0.011,0.051,-4.800
DIS,2.103,0.723,-0.011,0.065,-6.109
DIS,2.092,0.793,-0.011,0.070,-6.546
DIS,2.081,0.867,-0.011,0.074,-6.983
DIS,2.071,0.955,-0.011,0.088,-8.293
DIS,2.059,1.053,-0.011,0.097,-8.658
DIS,2.049,1.164,-0.011,0.111,-10.476
DIS,2.038,1.285,-0.011,0.121,-11.348
DIS,2.028,1.419,-0.011,0.134,-12.655
DIS,2.017,1.572,-0.011,0.153,-14.400
DIS,2.006,1.744,-0.011,0.172,-16.147
DIS,1.996,1.948,-0.011,0.204,-19.206
DIS,1.985,2.175,-0.011,0.227,-21.390
DIS,1.974,2.444,-0.011,0.269,-25.316
DIS,1.964,2.759,-0.011,0.315,-29.675
DIS,1.953,3.139,-0.011,0.380,-35.785
DIS,1.943,3.598,-0.011,0.459,-43.208
DIS,1.932,4.183,-0.011,0.584,-54.992
DIS,1.921,4.920,-0.011,0.737,-69.402
DIS,1.911,5.950,-0.011,1.030,-96.901
DIS,1.900,7.531,-0.011,1.581,-148.813
DIS,1.889,10.591,-0.011,3.060,-288.024
DIS,1.883,16.156,-0.007,5.565,-809.417
DIS,1.881,21.720,-0.002,5.565,-2967.760
DIS,1.881,27.286,,,
DIS,1.881,32.850,,,
DIS,1.881,38.415,0.001,5.565,8903.281
DIS,1.882,43.981,0.001,5.566,8905.106
DIS,1.882,49.546,,,
DIS,1.882,55.110,,,
DIS,1.882,60.674,,,
DIS,1.881,66.240,-0.001,5.565,-8904.193
DIS,1.881,71.805,,,
DIS,1.881,77.370,-0.001,5.565,-8903.281
DIS,1.880,82.934,-0.001,5.564,-8902.369
DIS,1.879,88.498,-0.001,5.565,-8903.281
DIS,1.878,94.064,-0.001,5.565,-4452.097
DIS,1.877,99.628,-0.001,5.564,-4451.609
DIS,1.876,105.192,-0.001,5.564,-4451.185
DIS,1.874,110.756,-0.002,5.565,-2967.760
DIS,1.873,116.321,-0.001,5.565,-4451.641
DIS,1.871,121.886,-0.002,5.565,-2967.949
DIS,1.869,127.450,-0.002,5.565,-2967.760
DIS,1.867,133.015,-0.002,5.565,-2967.949
DIS,1.864,138.580,-0.003,5.565,-2226.048
DIS,1.863,144.146,-0.002,5.566,-2968.369
DIS,1.860,149.711,-0.002,5.565,-2225.926
DIS,1.857,155.275,-0.003,5.564,-1780.474
DIS,1.854,160.840,-0.003,5.565,-1780.724
DIS,1.851,166.404,-0.003,5.564,-1780.542
DIS,1.848,171.967,-0.003,5.564,-2225.364
DIS,1.845,177.532,-0.003,5.565,-1780.724
DIS,1.842,183.097,-0.003,5.565,-1780.839
DIS,1.839,188.661,-0.003,5.564,-1780.542
DIS,1.836,194.225,-0.003,5.564,-1780.542
DIS,1.833,199.790,-0.003,5.564,-1780.474
DIS,1.829,205.354,-0.004,5.564,-1483.775
DIS,1.826,210.919,-0.003,5.565,-1780.839
DIS,1.822,216.484,-0.004,5.565,-1484.079
DIS,1.818,222.049,-0.004,5.565,-1483.927
DIS,1.814,227.613,-0.004,5.564,-1483.775
DIS,1.811,233.177,-0.004,5.564,-1483.728
DIS,1.806,238.741,-0.004,5.564,-1271.802
DIS,1.802,244.305,-0.004,5.564,-1271.671
DIS,1.798,249.869,-0.004,5.565,-1483.927
DIS,1.794,255.435,-0.004,5.565,-1272.062
DIS,1.789,260.999,-0.004,5.565,-1271.897
DIS,1.784,266.565,-0.005,5.565,-1113.051
DIS,1.779,272.130,-0.005,5.565,-1113.051
DIS,1.774,277.695,-0.005,5.565,-1113.051
DIS,1.770,283.260,-0.004,5.565,-1272.062
DIS,1.766,288.826,-0.004,5.565,-1272.062
DIS,1.761,294.390,-0.005,5.565,-1112.937
DIS,1.756,299.955,-0.004,5.565,-1271.932
DIS,1.751,305.520,-0.005,5.565,-1113.051
DIS,1.746,311.085,-0.005,5.565,-1112.937
DIS,1.741,316.649,-0.005,5.564,-1112.823
DIS,1.736,322.213,-0.005,5.564,-1112.709
DIS,1.731,327.776,-0.005,5.564,-1112.709
DIS,1.726,333.340,-0.006,5.564,-989.173
DIS,1.720,338.905,-0.006,5.565,-989.274
DIS,1.714,344.469,-0.006,5.564,-989.173
DIS,1.709,350.033,-0.006,5.564,-989.173
DIS,1.703,355.598,-0.006,5.565,-890.345
DIS,1.696,361.163,-0.006,5.565,-890.436
DIS,1.689,366.728,-0.007,5.565,-809.500
DIS,1.683,372.293,-0.007,5.565,-809.403
DIS,1.675,377.858,-0.008,5.565,-741.952
DIS,1.667,383.422,-0.008,5.565,-684.888
DIS,1.659,388.987,-0.008,5.565,-684.888
DIS,1.651,394.552,-0.008,5.565,-684.878
DIS,1.642,400.116,-0.009,5.565,-635.966
DIS,1.633,405.681,-0.009,5.565,-593.567
